company,location,total_laid_off,date,percentage_laid_off,industry,stage,funds_raised,country,date_added,months,year,company_stage,funding_level,layoff_severity,full_shutdown,covid_period,layoff_percentage
luminar,orlando,140.0,2024-05-03,0.2,transportation,post-ipo,780.0,united states,2024-05-04,5,2024,mature,very high funding,severe,0,after covid,20.0
sprinklr,new york city,116.0,2024-05-03,0.03,support,post-ipo,429.0,united states,2024-05-03,5,2024,mature,high funding,low,0,after covid,3.0
bakkt,atlanta,28.0,2024-05-03,0.2,crypto,post-ipo,932.0,united states,2024-05-04,5,2024,mature,very high funding,severe,0,after covid,20.0
peloton,new york city,400.0,2024-05-02,0.15,fitness,post-ipo,1900.0,united states,2024-05-02,5,2024,mature,very high funding,moderate,0,after covid,15.0
cabify,"madrid, non-u.s.",29.0,2024-05-02,0.17,transportation,unknown,601.0,spain,2024-05-09,5,2024,unknown,very high funding,severe,0,after covid,17.0
google,sf bay area,200.0,2024-05-01,0.17,consumer,post-ipo,26.0,united states,2024-05-02,5,2024,mature,low funding,severe,0,after covid,17.0
assurance,seattle,112.0,2024-05-01,1.0,finance,acquired,85.0,united states,2024-05-02,5,2024,mature,medium funding,full shutdown,1,after covid,100.0
sproutt,hartford,75.0,2024-05-01,1.0,finance,series b,38.0,united states,2024-05-02,5,2024,startup,low funding,full shutdown,1,after covid,100.0
tesla,austin,500.0,2024-04-30,0.17,transportation,post-ipo,20200.0,united states,2024-05-01,4,2024,mature,very high funding,severe,0,after covid,17.0
riseup,"tel aviv, non-u.s.",50.0,2024-04-30,0.5,finance,series b,30.0,israel,2024-06-05,4,2024,startup,low funding,full shutdown,0,after covid,50.0
akili interactive,boston,82.0,2024-04-30,0.46,healthcare,post-ipo,271.0,united states,2024-05-02,4,2024,mature,high funding,full shutdown,0,after covid,46.0
google,sf bay area,129.5,2024-04-30,0.17,consumer,post-ipo,26.0,united states,2024-04-30,4,2024,mature,low funding,severe,0,after covid,17.0
getir,"london, non-u.s.",3300.0,2024-04-29,0.2,food,series e,1800.0,united kingdom,2024-04-29,4,2024,growth,very high funding,severe,0,after covid,20.0
ola,"bengaluru, non-u.s.",180.0,2024-04-29,0.1,transportation,series j,5000.0,india,2024-04-30,4,2024,mature,very high funding,low,0,after covid,10.0
ninja van,"singapore, non-u.s.",21.0,2024-04-29,0.1,transportation,series e,974.0,singapore,2024-07-03,4,2024,growth,very high funding,low,0,after covid,10.0
complyant,los angeles,75.0,2024-04-29,1.0,finance,seed,6.0,united states,2024-04-30,4,2024,startup,low funding,full shutdown,1,after covid,100.0
fisker,los angeles,128.0,2024-04-29,0.17,transportation,post-ipo,1700.0,united states,2024-04-30,4,2024,mature,very high funding,severe,0,after covid,17.0
healthifyme,"bengaluru, non-u.s.",150.0,2024-04-27,0.27,healthcare,series d,130.0,india,2024-04-29,4,2024,growth,medium funding,full shutdown,0,after covid,27.0
true anomaly,denver,30.0,2024-04-25,0.25,aerospace,series b,158.0,united states,2024-04-26,4,2024,startup,medium funding,full shutdown,0,after covid,25.0
grin,sacramento,58.0,2024-04-25,0.14,marketing,series b,145.0,united states,2024-04-27,4,2024,startup,medium funding,moderate,0,after covid,14.000000000000002
expedia,austin,130.0,2024-04-24,0.22,travel,post-ipo,3300.0,united states,2024-04-25,4,2024,mature,very high funding,full shutdown,0,after covid,22.0
freenome,sf bay area,100.0,2024-04-23,0.2,healthcare,series e,1400.0,united states,2024-04-24,4,2024,growth,very high funding,severe,0,after covid,20.0
heureka group,"prague, non-u.s.",100.0,2024-04-23,0.16,retail,acquired,85.0,czech republic,2024-04-24,4,2024,mature,medium funding,moderate,0,after covid,16.0
98point6,seattle,82.0,2024-04-23,0.2,healthcare,acquired,299.0,united states,2024-04-25,4,2024,mature,high funding,severe,0,after covid,20.0
outsystems,boston,150.0,2024-04-19,0.08,product,series g,802.0,united states,2024-05-03,4,2024,growth,very high funding,low,0,after covid,8.0
homie,salt lake city,100.0,2024-04-19,0.22,real estate,series b,35.0,united states,2024-04-20,4,2024,startup,low funding,full shutdown,0,after covid,22.0
the good glamm group,"new delhi, non-u.s.",150.0,2024-04-18,0.15,retail,unknown,180.0,india,2024-04-18,4,2024,unknown,medium funding,moderate,0,after covid,15.0
showpad,"ghent, non-u.s.",50.0,2024-04-18,0.1,marketing,series d,159.0,belgium,2024-04-24,4,2024,growth,medium funding,low,0,after covid,10.0
stability ai,"london, non-u.s.",20.0,2024-04-18,0.2,ai,unknown,174.0,united kingdom,2024-04-18,4,2024,unknown,medium funding,severe,0,after covid,20.0
pax8,denver,75.0,2024-04-18,0.05,infrastructure,unknown,400.0,united states,2024-04-20,4,2024,unknown,high funding,low,0,after covid,5.0
connectwise,tampa bay,112.0,2024-04-17,0.15,other,acquired,1.0,united states,2024-04-18,4,2024,mature,low funding,moderate,0,after covid,15.0
google,sf bay area,129.5,2024-04-17,0.17,consumer,post-ipo,26.0,united states,2024-04-18,4,2024,mature,low funding,severe,0,after covid,17.0
rivian,detroit,128.0,2024-04-17,0.01,transportation,post-ipo,10700.0,united states,2024-04-18,4,2024,mature,very high funding,low,0,after covid,1.0
take-two,new york city,579.0,2024-04-16,0.05,consumer,post-ipo,4100.0,united states,2024-04-16,4,2024,mature,very high funding,low,0,after covid,5.0
tome,sf bay area,12.0,2024-04-16,0.25,ai,series b,75.0,united states,2024-04-16,4,2024,startup,medium funding,full shutdown,0,after covid,25.0
tesla,austin,14000.0,2024-04-15,0.1,transportation,post-ipo,20200.0,united states,2024-04-15,4,2024,mature,very high funding,low,0,after covid,10.0
criteo,"paris, non-u.s.",140.0,2024-04-12,0.04,marketing,post-ipo,61.0,france,2024-04-12,4,2024,mature,low funding,low,0,after covid,4.0
glovo,"barcelona, non-u.s.",25.0,2024-04-12,0.2,food,acquired,1200.0,spain,2024-04-12,4,2024,mature,very high funding,severe,0,after covid,20.0
tiktok,"dublin, non-u.s.",250.0,2024-04-11,0.17,consumer,acquired,85.0,ireland,2024-04-12,4,2024,mature,medium funding,severe,0,after covid,17.0
fabric,new york city,30.0,2024-04-11,0.15,logistics,series c,336.0,united states,2024-04-12,4,2024,growth,high funding,moderate,0,after covid,15.0
hinge health,sf bay area,82.0,2024-04-11,0.1,healthcare,series e,826.0,united states,2024-04-12,4,2024,growth,very high funding,low,0,after covid,10.0
zoe,"london, non-u.s.",82.0,2024-04-11,0.2,healthcare,series b,89.0,united kingdom,2024-04-12,4,2024,startup,medium funding,severe,0,after covid,20.0
cornershop,"santiago, non-u.s.",200.0,2024-04-10,0.2,food,acquired,32.0,chile,2024-04-12,4,2024,mature,low funding,severe,0,after covid,20.0
scaler,"bengaluru, non-u.s.",150.0,2024-04-10,0.2,education,series b,55.0,india,2024-04-10,4,2024,startup,low funding,severe,0,after covid,20.0
checkr,sf bay area,382.0,2024-04-09,0.32,hr,series d,679.0,united states,2024-04-09,4,2024,growth,very high funding,full shutdown,0,after covid,32.0
intel,sf bay area,62.0,2024-04-09,0.08,hardware,post-ipo,12.0,united states,2024-04-12,4,2024,mature,low funding,low,0,after covid,8.0
trendsales,"copenhagen, non-u.s.",79.0,2024-04-08,1.0,retail,acquired,85.0,denmark,2024-04-10,4,2024,mature,medium funding,full shutdown,1,after covid,100.0
singularity 6,los angeles,49.0,2024-04-08,0.35,other,series b,49.0,united states,2024-04-10,4,2024,startup,low funding,full shutdown,0,after covid,35.0
fission,"vancouver, non-u.s.",112.0,2024-04-07,1.0,other,unknown,186.5,canada,2024-04-08,4,2024,unknown,high funding,full shutdown,1,after covid,100.0
bolt.earth,"bengaluru, non-u.s.",70.0,2024-04-06,0.4,energy,series b,24.0,india,2024-04-08,4,2024,startup,low funding,full shutdown,0,after covid,40.0
apple,sf bay area,614.0,2024-04-04,0.08,hardware,post-ipo,1200.0,united states,2024-04-05,4,2024,mature,very high funding,low,0,after covid,8.0
agility robotics,portland,112.0,2024-04-04,0.15,transportation,series b,179.0,united states,2024-04-05,4,2024,startup,medium funding,moderate,0,after covid,15.0
lightspeed commerce,"montreal, non-u.s.",280.0,2024-04-03,0.18,retail,post-ipo,1200.0,canada,2024-04-03,4,2024,mature,very high funding,severe,0,after covid,18.0
ghost autonomy,sf bay area,100.0,2024-04-03,1.0,transportation,series e,247.0,united states,2024-04-04,4,2024,growth,high funding,full shutdown,1,after covid,100.0
vivian health,sf bay area,13.0,2024-04-03,0.2,healthcare,acquired,60.0,united states,2024-04-10,4,2024,mature,low funding,severe,0,after covid,20.0
amazon,seattle,100.0,2024-04-03,0.18,retail,post-ipo,108.0,united states,2024-04-03,4,2024,mature,medium funding,severe,0,after covid,18.0
corover,"bengaluru, non-u.s.",50.0,2024-04-03,0.2,ai,unknown,186.5,india,2024-04-04,4,2024,unknown,high funding,severe,0,after covid,20.0
kaseya,miami,70.0,2024-04-03,0.1,security,unknown,547.0,united states,2024-04-05,4,2024,unknown,very high funding,low,0,after covid,10.0
new relic,sf bay area,75.0,2024-04-03,0.12,infrastructure,acquired,214.0,united states,2024-04-04,4,2024,mature,high funding,moderate,0,after covid,12.0
yummly,sf bay area,124.0,2024-04-03,1.0,food,acquired,24.0,united states,2024-04-03,4,2024,mature,low funding,full shutdown,1,after covid,100.0
byju's,"bengaluru, non-u.s.",500.0,2024-04-02,0.03,education,private equity,5500.0,india,2024-04-02,4,2024,mature,very high funding,low,0,after covid,3.0
lentra,"pune, non-u.s.",75.0,2024-04-02,0.2,finance,series b,104.0,india,2024-04-03,4,2024,startup,medium funding,severe,0,after covid,20.0
thepeer,"lagos, non-u.s.",75.0,2024-04-02,1.0,finance,seed,2.0,nigeria,2024-04-02,4,2024,startup,low funding,full shutdown,1,after covid,100.0
osso vr,sf bay area,67.0,2024-04-01,0.2,healthcare,series c,109.0,united states,2024-04-02,4,2024,growth,medium funding,severe,0,after covid,20.0
identiq,"tel aviv, non-u.s.",20.0,2024-04-01,0.44,security,series a,52.0,israel,2024-04-02,4,2024,startup,low funding,full shutdown,0,after covid,44.0
ranger insurance,new york city,75.0,2024-04-01,1.0,finance,seed,5.0,united states,2024-04-02,4,2024,startup,low funding,full shutdown,1,after covid,100.0
rezi,new york city,100.0,2024-04-01,1.0,real estate,series b,230.0,united states,2024-04-02,4,2024,startup,high funding,full shutdown,1,after covid,100.0
chownow,los angeles,60.0,2024-03-28,0.2,food,series c,64.0,united states,2024-03-28,3,2024,growth,medium funding,severe,0,after covid,20.0
synctera,sf bay area,17.0,2024-03-26,0.15,finance,series a,79.0,united states,2024-03-26,3,2024,startup,medium funding,moderate,0,after covid,15.0
gopro,sf bay area,129.5,2024-03-26,0.04,consumer,post-ipo,288.0,united states,2024-04-08,3,2024,mature,high funding,low,0,after covid,4.0
dell,austin,6000.0,2024-03-25,0.05,hardware,post-ipo,426.0,united states,2024-03-27,3,2024,mature,high funding,low,0,after covid,5.0
verily,sf bay area,82.0,2024-03-22,0.2,healthcare,subsidiary,3500.0,united states,2024-03-24,3,2024,mature,very high funding,severe,0,after covid,20.0
cybereason,boston,70.0,2024-03-20,0.1,security,series f,750.0,united states,2024-03-20,3,2024,growth,very high funding,low,0,after covid,10.0
shopback,"singapore, non-u.s.",195.0,2024-03-19,0.24,retail,series f,355.0,singapore,2024-03-20,3,2024,growth,high funding,full shutdown,0,after covid,24.0
orbotech,"yavne, non-u.s.",100.0,2024-03-19,0.12,manufacturing,acquired,85.0,israel,2024-03-20,3,2024,mature,medium funding,moderate,0,after covid,12.0
airmeet,"bengaluru, non-u.s.",58.0,2024-03-19,0.2,marketing,series b,50.0,india,2024-03-20,3,2024,startup,low funding,severe,0,after covid,20.0
singular genomics,san diego,82.0,2024-03-19,0.2,healthcare,post-ipo,176.0,united states,2024-04-12,3,2024,mature,medium funding,severe,0,after covid,20.0
longi,"xi'an, non-u.s.",137.0,2024-03-18,0.05,energy,unknown,186.5,china,2024-03-20,3,2024,unknown,high funding,low,0,after covid,5.0
flock freight,san diego,54.0,2024-03-16,0.15,logistics,series d,399.0,united states,2024-03-17,3,2024,growth,high funding,moderate,0,after covid,15.0
chipper cash,sf bay area,20.0,2024-03-15,0.2,finance,series c,302.0,united states,2024-03-17,3,2024,growth,high funding,severe,0,after covid,20.0
blueboard,sf bay area,60.0,2024-03-15,1.0,hr,series a,16.0,united states,2024-03-17,3,2024,startup,low funding,full shutdown,1,after covid,100.0
ancestry,lehi,81.0,2024-03-14,0.06,consumer,post-ipo,33.0,united states,2024-04-18,3,2024,mature,low funding,low,0,after covid,6.0
textio,seattle,14.0,2024-03-14,0.16,recruiting,unknown,42.0,united states,2024-03-15,3,2024,unknown,low funding,moderate,0,after covid,16.0
stash,new york city,80.0,2024-03-13,0.25,finance,unknown,480.0,united states,2024-03-13,3,2024,unknown,very high funding,full shutdown,0,after covid,25.0
phantom auto,sf bay area,100.0,2024-03-12,1.0,transportation,unknown,86.0,united states,2024-03-12,3,2024,unknown,medium funding,full shutdown,1,after covid,100.0
ibm,new york city,300.0,2024-03-12,0.08,hardware,post-ipo,426.0,united states,2024-03-17,3,2024,mature,high funding,low,0,after covid,8.0
deadspin,new york city,11.0,2024-03-11,1.0,media,acquired,85.0,united states,2024-03-11,3,2024,mature,medium funding,full shutdown,1,after covid,100.0
niche,pittsburgh,24.0,2024-03-08,0.07,education,series c,44.0,united states,2024-03-11,3,2024,growth,low funding,low,0,after covid,7.000000000000001
inscribe,sf bay area,75.0,2024-03-08,0.4,finance,series b,39.0,united states,2024-03-09,3,2024,startup,low funding,full shutdown,0,after covid,40.0
turnitin,sf bay area,15.0,2024-03-07,0.02,education,acquired,85.0,united states,2024-03-07,3,2024,mature,medium funding,low,0,after covid,2.0
totango,sf bay area,100.0,2024-03-07,0.11,support,acquired,147.0,united states,2024-03-08,3,2024,mature,medium funding,low,0,after covid,11.0
sorare,new york city,22.0,2024-03-06,0.13,crypto,series b,739.0,united states,2024-03-06,3,2024,startup,very high funding,moderate,0,after covid,13.0
meta,sf bay area,129.5,2024-03-06,0.17,consumer,post-ipo,26000.0,united states,2024-03-08,3,2024,mature,very high funding,severe,0,after covid,17.0
planetscale,sf bay area,79.0,2024-03-06,0.14,data,series c,105.0,united states,2024-03-06,3,2024,growth,medium funding,moderate,0,after covid,14.000000000000002
messagebird,"amsterdam, non-u.s.",90.0,2024-03-05,0.2,other,series c,1100.0,netherlands,2024-03-08,3,2024,growth,very high funding,severe,0,after covid,20.0
form energy,boston,137.0,2024-03-05,0.25,energy,unknown,966.0,united states,2024-03-06,3,2024,unknown,very high funding,full shutdown,0,after covid,25.0
verbit,new york city,79.0,2024-03-05,0.14,data,series e,569.0,united states,2024-03-05,3,2024,growth,very high funding,moderate,0,after covid,14.000000000000002
edgio,phoenix,80.0,2024-03-04,0.1,infrastructure,post-ipo,462.0,united states,2024-03-07,3,2024,mature,very high funding,low,0,after covid,10.0
melio,new york city,40.0,2024-03-04,0.07,finance,series d,504.0,united states,2024-03-05,3,2024,growth,very high funding,low,0,after covid,7.000000000000001
our next energy,detroit,40.0,2024-03-04,0.13,transportation,series b,390.0,united states,2024-03-05,3,2024,startup,high funding,moderate,0,after covid,13.0
project ronin,sf bay area,150.0,2024-03-01,1.0,healthcare,unknown,186.5,united states,2024-03-05,3,2024,unknown,high funding,full shutdown,1,after covid,100.0
pristyn care,"gurugram, non-u.s.",120.0,2024-03-01,0.07,healthcare,series e,177.0,india,2024-03-01,3,2024,growth,medium funding,low,0,after covid,7.000000000000001
gro intelligence,new york city,90.0,2024-03-01,0.6,food,series b,118.0,united states,2024-03-03,3,2024,startup,medium funding,full shutdown,0,after covid,60.0
tonik,"singapore, non-u.s.",75.0,2024-03-01,0.2,finance,series b,175.0,singapore,2024-03-03,3,2024,startup,medium funding,severe,0,after covid,20.0
fisker,los angeles,128.0,2024-02-29,0.15,transportation,post-ipo,1700.0,united states,2024-02-29,2,2024,mature,very high funding,moderate,0,after covid,15.0
kevin,"vilnius, non-u.s.",75.0,2024-02-29,0.14,finance,series a,79.0,lithuania,2024-03-05,2,2024,startup,medium funding,moderate,0,after covid,14.000000000000002
electronic arts,sf bay area,670.0,2024-02-28,0.05,consumer,post-ipo,2.0,united states,2024-02-29,2,2024,mature,low funding,low,0,after covid,5.0
vacasa,portland,320.0,2024-02-28,0.05,travel,post-ipo,834.0,united states,2024-02-29,2,2024,mature,very high funding,low,0,after covid,5.0
orcam,"jerusalem, non-u.s.",50.0,2024-02-28,0.19,healthcare,unknown,86.0,israel,2024-06-04,2,2024,unknown,medium funding,severe,0,after covid,19.0
treasury prime,sf bay area,40.0,2024-02-28,0.4,finance,series c,71.0,united states,2024-02-29,2,2024,growth,medium funding,full shutdown,0,after covid,40.0
motional,boston,128.0,2024-02-28,0.05,transportation,unknown,186.5,united states,2024-02-28,2,2024,unknown,high funding,low,0,after covid,5.0
sony interactive,sf bay area,900.0,2024-02-27,0.08,consumer,subsidiary,2700.0,united states,2024-02-27,2,2024,mature,very high funding,low,0,after covid,8.0
bumble,austin,350.0,2024-02-27,0.3,consumer,post-ipo,313.0,united states,2024-02-27,2,2024,mature,high funding,full shutdown,0,after covid,30.0
propertyguru,"singapore, non-u.s.",79.0,2024-02-27,0.22,real estate,post-ipo,676.0,singapore,2024-02-27,2,2024,mature,very high funding,full shutdown,0,after covid,22.0
apple,sf bay area,128.0,2024-02-27,0.17,transportation,post-ipo,1200.0,united states,2024-02-27,2,2024,mature,very high funding,severe,0,after covid,17.0
expedia,seattle,1500.0,2024-02-26,0.08,travel,post-ipo,3300.0,united states,2024-02-27,2,2024,mature,very high funding,low,0,after covid,8.0
waycool,"chennai, non-u.s.",70.0,2024-02-26,0.2,food,unknown,363.0,india,2024-02-27,2,2024,unknown,high funding,severe,0,after covid,20.0
daraz,"singapore, non-u.s.",100.0,2024-02-26,0.18,retail,unknown,186.5,singapore,2024-02-29,2,2024,unknown,high funding,severe,0,after covid,18.0
redesign health,new york city,77.0,2024-02-23,0.2,healthcare,series c,315.0,united states,2024-02-24,2,2024,growth,high funding,severe,0,after covid,20.0
carbon health,sf bay area,56.0,2024-02-23,0.2,healthcare,series d,522.0,united states,2024-02-24,2,2024,growth,very high funding,severe,0,after covid,20.0
vice media,new york city,50.0,2024-02-22,0.15,media,unknown,1600.0,united states,2024-02-24,2,2024,unknown,very high funding,moderate,0,after covid,15.0
affirm,pittsburgh,60.0,2024-02-21,0.2,finance,post-ipo,1500.0,united states,2024-02-22,2,2024,mature,very high funding,severe,0,after covid,20.0
finder,"sydney, non-u.s.",60.0,2024-02-21,0.17,retail,unknown,30.0,australia,2024-02-22,2,2024,unknown,low funding,severe,0,after covid,17.0
buzzfeed,new york city,50.0,2024-02-21,0.16,media,post-ipo,696.0,united states,2024-02-23,2,2024,mature,very high funding,moderate,0,after covid,16.0
rivian,detroit,128.0,2024-02-21,0.1,transportation,post-ipo,10700.0,united states,2024-02-22,2,2024,mature,very high funding,low,0,after covid,10.0
aptiv,"krakow, non-u.s.",250.0,2024-02-20,0.17,transportation,post-ipo,8.0,poland,2024-02-21,2,2024,mature,low funding,severe,0,after covid,17.0
tails.com,"london, non-u.s.",55.0,2024-02-20,0.25,retail,series a,5.0,united kingdom,2024-02-21,2,2024,startup,low funding,full shutdown,0,after covid,25.0
auctane,austin,100.0,2024-02-20,0.18,retail,unknown,186.5,united states,2024-03-12,2,2024,unknown,high funding,severe,0,after covid,18.0
knownorigin,"manchester, non-u.s.",70.0,2024-02-20,0.3,crypto,acquired,3.0,united kingdom,2024-02-21,2,2024,mature,low funding,full shutdown,0,after covid,30.0
meati,boulder,124.0,2024-02-20,0.3,food,series c,274.0,united states,2024-02-21,2,2024,growth,high funding,full shutdown,0,after covid,30.0
farfetch,"london, non-u.s.",2000.0,2024-02-16,0.25,retail,acquired,1700.0,united kingdom,2024-02-16,2,2024,mature,very high funding,full shutdown,0,after covid,25.0
voi,"stockholm, non-u.s.",120.0,2024-02-16,0.12,transportation,series d,515.0,sweden,2024-02-20,2,2024,growth,very high funding,moderate,0,after covid,12.0
toast,boston,550.0,2024-02-15,0.1,food,post-ipo,962.0,united states,2024-02-15,2,2024,mature,very high funding,low,0,after covid,10.0
sonder,sf bay area,106.0,2024-02-15,0.17,travel,post-ipo,839.0,united states,2024-02-21,2,2024,mature,very high funding,severe,0,after covid,17.0
linksquares,boston,90.0,2024-02-15,0.1,legal,series c,161.0,united states,2025-01-05,2,2024,growth,medium funding,low,0,after covid,10.0
storytel,"stockholm, non-u.s.",80.0,2024-02-15,0.13,consumer,post-ipo,312.0,sweden,2024-02-16,2,2024,mature,high funding,moderate,0,after covid,13.0
gro intelligence,new york city,20.0,2024-02-15,0.1,food,series b,118.0,united states,2024-02-16,2,2024,startup,medium funding,low,0,after covid,10.0
codesee,sf bay area,79.0,2024-02-15,1.0,data,seed,10.0,united states,2024-02-15,2,2024,startup,low funding,full shutdown,1,after covid,100.0
may mobility,ann arbor,128.0,2024-02-15,0.13,transportation,series d,303.0,united states,2024-02-15,2,2024,growth,high funding,moderate,0,after covid,13.0
cisco,sf bay area,4250.0,2024-02-14,0.05,infrastructure,post-ipo,2.0,united states,2024-02-14,2,2024,mature,low funding,low,0,after covid,5.0
wint wealth,"nashik, non-u.s.",19.0,2024-02-14,0.2,finance,series a,16.0,india,2024-02-15,2,2024,startup,low funding,severe,0,after covid,20.0
away,new york city,100.0,2024-02-14,0.25,retail,series d,181.0,united states,2024-02-14,2,2024,growth,medium funding,full shutdown,0,after covid,25.0
instacart,sf bay area,250.0,2024-02-13,0.07,food,post-ipo,2900.0,united states,2024-02-13,2,2024,mature,very high funding,low,0,after covid,7.000000000000001
redesign health,new york city,77.0,2024-02-13,0.2,healthcare,unknown,315.0,united states,2024-02-14,2,2024,unknown,high funding,severe,0,after covid,20.0
mozilla,sf bay area,60.0,2024-02-13,0.05,consumer,unknown,2.3,united states,2024-02-13,2,2024,unknown,low funding,low,0,after covid,5.0
impinj,seattle,50.0,2024-02-13,0.1,other,post-ipo,137.0,united states,2024-03-14,2,2024,mature,medium funding,low,0,after covid,10.0
riskified,new york city,40.0,2024-02-13,0.06,retail,post-ipo,229.0,united states,2024-02-14,2,2024,mature,high funding,low,0,after covid,6.0
everybuddy,"tel aviv, non-u.s.",129.5,2024-02-13,1.0,consumer,series a,15.0,israel,2024-02-15,2,2024,startup,low funding,full shutdown,1,after covid,100.0
popcore,"berlin, non-u.s.",129.5,2024-02-13,0.17,consumer,acquired,85.0,germany,2024-02-28,2,2024,mature,medium funding,severe,0,after covid,17.0
wisense,"tel aviv, non-u.s.",128.0,2024-02-13,1.0,transportation,unknown,37.0,israel,2024-02-14,2,2024,unknown,low funding,full shutdown,1,after covid,100.0
siriusxm,new york city,160.0,2024-02-12,0.03,media,post-ipo,525.0,united states,2024-03-17,2,2024,mature,very high funding,low,0,after covid,3.0
licious,"bengaluru, non-u.s.",80.0,2024-02-09,0.03,food,series f,490.0,india,2024-02-09,2,2024,growth,very high funding,low,0,after covid,3.0
blissclub,"bengaluru, non-u.s.",21.0,2024-02-09,0.18,retail,series a,20.0,india,2024-02-10,2,2024,startup,low funding,severe,0,after covid,18.0
kandji,san diego,112.0,2024-02-09,0.15,other,series c,188.0,united states,2024-02-12,2,2024,growth,high funding,moderate,0,after covid,15.0
pure storage,sf bay area,275.0,2024-02-08,0.14,data,post-ipo,529.0,united states,2024-02-08,2,2024,mature,very high funding,moderate,0,after covid,14.000000000000002
otovo,"oslo, non-u.s.",65.0,2024-02-08,0.15,energy,post-ipo,247.0,norway,2024-02-20,2,2024,mature,high funding,moderate,0,after covid,15.0
getaround,sf bay area,128.0,2024-02-08,0.3,transportation,post-ipo,948.0,united states,2024-02-08,2,2024,mature,very high funding,full shutdown,0,after covid,30.0
journera,chicago,130.0,2024-02-08,1.0,travel,series b,31.0,united states,2024-02-10,2,2024,startup,low funding,full shutdown,1,after covid,100.0
grammarly,sf bay area,230.0,2024-02-07,0.17,consumer,unknown,400.0,united states,2024-02-07,2,2024,unknown,high funding,severe,0,after covid,17.0
fireblocks,new york city,20.0,2024-02-07,0.03,crypto,series e,1000.0,united states,2024-02-07,2,2024,growth,very high funding,low,0,after covid,3.0
tenable,baltimore,70.0,2024-02-07,0.05,security,post-ipo,565.0,united states,2024-02-08,2,2024,mature,very high funding,low,0,after covid,5.0
workfellow,"espoo, non-u.s.",60.0,2024-02-07,1.0,hr,seed,3.0,finland,2024-02-07,2,2024,startup,low funding,full shutdown,1,after covid,100.0
docusign,sf bay area,440.0,2024-02-06,0.06,sales,post-ipo,536.0,united states,2024-02-06,2,2024,mature,very high funding,low,0,after covid,6.0
amazon,seattle,400.0,2024-02-06,0.18,retail,post-ipo,108.0,united states,2024-02-07,2,2024,mature,medium funding,severe,0,after covid,18.0
glowforge,seattle,104.0,2024-02-06,0.12,manufacturing,series e,133.0,united states,2024-02-28,2,2024,growth,medium funding,moderate,0,after covid,12.0
snap,los angeles,500.0,2024-02-05,0.1,consumer,post-ipo,4900.0,united states,2024-02-05,2,2024,mature,very high funding,low,0,after covid,10.0
drizly,boston,168.0,2024-02-05,1.0,retail,acquired,119.0,united states,2024-02-06,2,2024,mature,medium funding,full shutdown,1,after covid,100.0
billgo,fort collins,80.0,2024-02-05,0.2,finance,series b,119.0,united states,2024-02-06,2,2024,startup,medium funding,severe,0,after covid,20.0
impact.com,los angeles,40.0,2024-02-05,0.03,sales,private equity,361.0,united states,2024-02-06,2,2024,mature,high funding,low,0,after covid,3.0
astrate medical,philadelphia,82.0,2024-02-05,1.0,healthcare,series a,13.0,united states,2024-02-06,2,2024,startup,low funding,full shutdown,1,after covid,100.0
meetup,new york city,129.5,2024-02-05,0.17,consumer,acquired,18.0,united states,2024-02-06,2,2024,mature,low funding,severe,0,after covid,17.0
muvin,"bengaluru, non-u.s.",75.0,2024-02-05,1.0,finance,seed,4.0,india,2024-02-06,2,2024,startup,low funding,full shutdown,1,after covid,100.0
nomad health,new york city,82.0,2024-02-05,0.2,healthcare,unknown,218.0,united states,2024-02-06,2,2024,unknown,high funding,severe,0,after covid,20.0
zwift,los angeles,135.0,2024-02-05,0.16,fitness,series c,619.0,united states,2024-02-06,2,2024,growth,very high funding,moderate,0,after covid,16.0
cue health,san diego,245.0,2024-02-02,0.3,healthcare,post-ipo,899.0,united states,2024-02-05,2,2024,mature,very high funding,full shutdown,0,after covid,30.0
top hat,"toronto, non-u.s.",35.0,2024-02-02,0.07,education,series e,234.0,canada,2024-02-02,2,2024,growth,high funding,low,0,after covid,7.000000000000001
cake bikes,"stockholm, non-u.s.",128.0,2024-02-02,1.0,transportation,unknown,74.0,sweden,2024-02-03,2,2024,unknown,medium funding,full shutdown,1,after covid,100.0
small robot company,"salisbury, non-u.s.",124.0,2024-02-02,1.0,food,unknown,10.0,united kingdom,2024-02-03,2,2024,unknown,low funding,full shutdown,1,after covid,100.0
twig,"london, non-u.s.",75.0,2024-02-02,1.0,finance,unknown,41.0,united kingdom,2024-02-03,2,2024,unknown,low funding,full shutdown,1,after covid,100.0
okta,sf bay area,400.0,2024-02-01,0.07,security,post-ipo,1200.0,united states,2024-02-01,2,2024,mature,very high funding,low,0,after covid,7.000000000000001
zoom,sf bay area,150.0,2024-02-01,0.02,product,post-ipo,276.0,united states,2024-02-01,2,2024,mature,high funding,low,0,after covid,2.0
illumina,san diego,111.0,2024-02-01,0.2,healthcare,post-ipo,28.0,united states,2024-02-03,2,2024,mature,low funding,severe,0,after covid,20.0
polygon,"cayman islands, non-u.s.",60.0,2024-02-01,0.19,crypto,unknown,451.0,cayman islands,2024-02-01,2,2024,unknown,very high funding,severe,0,after covid,19.0
indigo,boston,112.0,2024-02-01,0.15,other,series f,1200.0,united states,2024-02-02,2,2024,growth,very high funding,moderate,0,after covid,15.0
